order_id,customer_id,order_date,ship_date,ship_mode,product_id,product_name,division,sales,units,gross_profit,unit_price,cost,target
US-2023-137176-CHO-MIL-31000,137176,09-09-2023,06-03-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,13,4,8.44,3.25,4.56,27000
US-2023-101672-CHO-SCR-58000,101672,03-10-2023,29-03-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2023-101672-CHO-NUT-13000,101672,03-10-2023,29-03-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2023-101672-CHO-TRI-54000,101672,03-10-2023,29-03-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-101672-CHO-TRI-54000,101672,03-10-2023,29-03-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2024-159205-CHO-TRI-54000,159205,31-03-2024,23-09-2029,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,18.75,5,12.25,3.75,6.5,27000
US-2024-159205-CHO-MIL-31000,159205,31-03-2024,23-09-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,22.75,7,14.77,3.25,7.98,27000
US-2024-124898-OTH-KAZ-38000,124898,11-09-2024,08-03-2030,Standard Class,OTH-KAZ-38000,Kazookles,Other,22.75,7,1.75,3.25,21,3000
US-2024-155089-CHO-TRI-54000,155089,02-12-2024,29-05-2030,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,18.75,5,12.25,3.75,6.5,27000
US-2024-141201-CHO-TRI-54000,141201,09-12-2024,03-06-2030,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2021-159618-CHO-TRI-54000,159618,12-11-2021,09-05-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2021-159618-CHO-MIL-31000,159618,12-11-2021,09-05-2027,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,3.25,1,2.11,3.25,1.14,27000
US-2021-159618-CHO-NUT-13000,159618,12-11-2021,09-05-2027,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,24.43,7,17.43,3.49,7,27000
US-2021-159618-CHO-FUD-51000,159618,12-11-2021,09-05-2027,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,21.6,6,14.4,3.6,7.2,27000
US-2021-159618-CHO-FUD-51000,159618,12-11-2021,09-05-2027,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2022-141593-CHO-TRI-54000,141593,14-12-2022,07-06-2028,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2022-141593-CHO-NUT-13000,141593,14-12-2022,07-06-2028,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2022-141593-CHO-SCR-58000,141593,14-12-2022,07-06-2028,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2022-141593-CHO-MIL-31000,141593,14-12-2022,07-06-2028,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,3.25,1,2.11,3.25,1.14,27000
US-2023-162943-CHO-MIL-31000,162943,24-07-2023,15-01-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2023-110975-CHO-NUT-13000,110975,25-12-2023,21-06-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2023-110975-CHO-MIL-31000,110975,25-12-2023,21-06-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2024-132178-CHO-MIL-31000,132178,03-05-2024,29-10-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,26,8,16.88,3.25,9.12,27000
US-2024-132178-CHO-FUD-51000,132178,03-05-2024,29-10-2029,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2021-104269-CHO-SCR-58000,104269,01-03-2021,27-08-2026,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2021-128146-CHO-SCR-58000,128146,21-06-2021,16-12-2026,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2021-128146-CHO-SCR-58000,128146,21-06-2021,16-12-2026,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,25.2,7,17.5,3.6,7.7,27000
US-2023-113292-CHO-NUT-13000,113292,18-03-2023,09-09-2028,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2023-127369-CHO-MIL-31000,127369,06-06-2023,27-11-2028,First Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,16.25,5,10.55,3.25,5.7,27000
US-2024-121258-CHO-NUT-13000,121258,26-02-2024,24-08-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2024-121258-CHO-SCR-58000,121258,26-02-2024,24-08-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2024-121258-CHO-MIL-31000,121258,26-02-2024,24-08-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2024-132353-CHO-NUT-13000,132353,15-09-2024,10-03-2030,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2024-107629-CHO-TRI-54000,107629,14-12-2024,06-06-2030,Same Day,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,22.5,6,14.7,3.75,7.8,27000
US-2024-107629-CHO-NUT-13000,107629,14-12-2024,06-06-2030,Same Day,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2024-107629-CHO-NUT-13000,107629,14-12-2024,06-06-2030,Same Day,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,20.94,6,14.94,3.49,6,27000
US-2024-107629-CHO-NUT-13000,107629,14-12-2024,06-06-2030,Same Day,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2022-161998-CHO-TRI-54000,161998,01-05-2022,26-10-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2022-161998-CHO-SCR-58000,161998,01-05-2022,26-10-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,21.6,6,15,3.6,6.6,27000
US-2022-161998-CHO-SCR-58000,161998,01-05-2022,26-10-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2022-130204-CHO-TRI-54000,130204,03-09-2022,01-03-2028,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2022-130204-CHO-NUT-13000,130204,03-09-2022,01-03-2028,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2022-130204-CHO-NUT-13000,130204,03-09-2022,01-03-2028,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,17.45,5,12.45,3.49,5,27000
US-2022-136700-CHO-NUT-13000,136700,06-12-2022,02-06-2028,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,6.98,2,4.98,3.49,2,27000
US-2022-124653-CHO-NUT-13000,124653,24-12-2022,17-06-2028,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,24.43,7,17.43,3.49,7,27000
US-2022-124653-CHO-NUT-13000,124653,24-12-2022,17-06-2028,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,24.43,7,17.43,3.49,7,27000
US-2022-124653-CHO-TRI-54000,124653,24-12-2022,17-06-2028,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2022-101889-OTH-GUM-21000,101889,27-12-2022,22-06-2028,Standard Class,OTH-GUM-21000,Wonka Gum,Other,11.25,9,5.85,1.25,5.4,3000
US-2022-101889-CHO-MIL-31000,101889,27-12-2022,22-06-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-148551-CHO-FUD-51000,148551,12-01-2024,08-07-2029,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2024-160514-CHO-SCR-58000,160514,12-11-2024,09-05-2030,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2022-157812-CHO-TRI-54000,157812,22-03-2022,16-09-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,33.75,9,22.05,3.75,11.7,27000
US-2022-157812-CHO-TRI-54000,157812,22-03-2022,16-09-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2022-157812-CHO-FUD-51000,157812,22-03-2022,16-09-2027,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,3.6,1,2.4,3.6,1.2,27000
US-2023-162677-CHO-TRI-54000,162677,26-03-2023,16-09-2028,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,18.75,5,12.25,3.75,6.5,27000
US-2023-162677-CHO-TRI-54000,162677,26-03-2023,16-09-2028,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2023-108567-CHO-SCR-58000,108567,20-05-2023,13-11-2028,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2023-122448-CHO-SCR-58000,122448,09-06-2023,04-12-2028,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2023-158778-CHO-FUD-51000,158778,05-09-2023,01-03-2029,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2023-158778-CHO-TRI-54000,158778,05-09-2023,01-03-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-158778-CHO-TRI-54000,158778,05-09-2023,01-03-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,33.75,9,22.05,3.75,11.7,27000
US-2023-158778-CHO-SCR-58000,158778,05-09-2023,01-03-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2023-149370-CHO-SCR-58000,149370,15-09-2023,11-03-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2023-134761-CHO-TRI-54000,134761,30-11-2023,22-05-2029,Same Day,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2024-152709-CHO-MIL-31000,152709,07-10-2024,04-04-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,6.5,2,4.22,3.25,2.28,27000
US-2024-109960-CHO-FUD-51000,109960,09-12-2024,03-06-2030,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2024-109960-CHO-FUD-51000,109960,09-12-2024,03-06-2030,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,14.4,4,9.6,3.6,4.8,27000
US-2024-109960-CHO-MIL-31000,109960,09-12-2024,03-06-2030,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-109960-CHO-MIL-31000,109960,09-12-2024,03-06-2030,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,19.5,6,12.66,3.25,6.84,27000
US-2024-165841-CHO-MIL-31000,165841,21-12-2024,20-06-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-165841-CHO-MIL-31000,165841,21-12-2024,20-06-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,16.25,5,10.55,3.25,5.7,27000
US-2024-165841-CHO-FUD-51000,165841,21-12-2024,20-06-2030,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2021-107181-CHO-TRI-54000,107181,04-02-2021,01-08-2026,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2021-107181-OTH-KAZ-38000,107181,04-02-2021,01-08-2026,Standard Class,OTH-KAZ-38000,Kazookles,Other,13,4,1,3.25,12,3000
US-2022-118227-CHO-FUD-51000,118227,24-04-2022,19-10-2027,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,3.6,1,2.4,3.6,1.2,27000
US-2022-141453-CHO-NUT-13000,141453,30-11-2022,25-05-2028,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2023-144477-CHO-TRI-54000,144477,12-08-2023,03-02-2029,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,15,4,9.8,3.75,5.2,27000
US-2023-163804-CHO-MIL-31000,163804,02-12-2023,30-05-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,19.5,6,12.66,3.25,6.84,27000
US-2023-163804-OTH-LIC-15000,163804,02-12-2023,30-05-2029,Standard Class,OTH-LIC-15000,Lickable Wallpaper,Other,100,5,50,20,50,3000
US-2023-163804-CHO-MIL-31000,163804,02-12-2023,30-05-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,16.25,5,10.55,3.25,5.7,27000
US-2023-143609-CHO-TRI-54000,143609,11-12-2023,04-06-2029,First Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,18.75,5,12.25,3.75,6.5,27000
US-2024-154011-CHO-NUT-13000,154011,19-06-2024,17-12-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2024-154011-CHO-NUT-13000,154011,19-06-2024,17-12-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2024-122504-CHO-NUT-13000,122504,07-11-2024,05-05-2030,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2024-122504-CHO-FUD-51000,122504,07-11-2024,05-05-2030,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,25.2,7,16.8,3.6,8.4,27000
US-2021-100972-CHO-TRI-54000,100972,19-11-2021,17-05-2027,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,11.25,3,7.35,3.75,3.9,27000
US-2022-143882-CHO-TRI-54000,143882,26-06-2022,21-12-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,33.75,9,22.05,3.75,11.7,27000
US-2023-119123-CHO-MIL-31000,119123,13-03-2023,07-09-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,22.75,7,14.77,3.25,7.98,27000
US-2023-139556-CHO-SCR-58000,139556,26-04-2023,21-10-2028,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2024-150623-CHO-SCR-58000,150623,10-04-2024,05-10-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,18,5,12.5,3.6,5.5,27000
US-2024-150623-CHO-NUT-13000,150623,10-04-2024,05-10-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,3.49,1,2.49,3.49,1,27000
CA-2021-129322-CHO-FUD-51000,129322,08-08-2021,31-01-2027,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
CA-2021-129322-CHO-SCR-58000,129322,08-08-2021,31-01-2027,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
CA-2021-129322-CHO-TRI-54000,129322,08-08-2021,31-01-2027,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,26.25,7,17.15,3.75,9.1,27000
US-2022-129322-CHO-FUD-51000,129322,08-08-2022,31-01-2028,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
US-2022-129322-CHO-SCR-58000,129322,08-08-2022,31-01-2028,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2022-129322-CHO-TRI-54000,129322,08-08-2022,31-01-2028,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,26.25,7,17.15,3.75,9.1,27000
CA-2022-129322-CHO-FUD-51000,129322,08-08-2022,31-01-2028,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
CA-2022-129322-CHO-SCR-58000,129322,08-08-2022,31-01-2028,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
CA-2022-129322-CHO-TRI-54000,129322,08-08-2022,31-01-2028,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2022-141145-CHO-MIL-31000,141145,17-09-2022,15-03-2028,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
CA-2023-129322-CHO-FUD-51000,129322,08-08-2023,30-01-2029,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
CA-2023-129322-CHO-SCR-58000,129322,08-08-2023,30-01-2029,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
CA-2023-129322-CHO-TRI-54000,129322,08-08-2023,30-01-2029,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,26.25,7,17.15,3.75,9.1,27000
US-2024-140949-CHO-SCR-58000,140949,17-03-2024,12-09-2029,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,21.6,6,15,3.6,6.6,27000
US-2024-140949-CHO-MIL-31000,140949,17-03-2024,12-09-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-140949-CHO-MIL-31000,140949,17-03-2024,12-09-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,16.25,5,10.55,3.25,5.7,27000
US-2024-140949-CHO-SCR-58000,140949,17-03-2024,12-09-2029,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2024-140949-CHO-SCR-58000,140949,17-03-2024,12-09-2029,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,28.8,8,20,3.6,8.8,27000
US-2024-140949-CHO-SCR-58000,140949,17-03-2024,12-09-2029,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,10.8,3,7.5,3.6,3.3,27000
US-2024-140949-CHO-MIL-31000,140949,17-03-2024,12-09-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2024-140949-CHO-NUT-13000,140949,17-03-2024,12-09-2029,Second Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,27.92,8,19.92,3.49,8,27000
US-2024-140949-CHO-MIL-31000,140949,17-03-2024,12-09-2029,Second Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,19.5,6,12.66,3.25,6.84,27000
US-2024-157091-CHO-TRI-54000,157091,26-06-2024,22-12-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,18.75,5,12.25,3.75,6.5,27000
CA-2024-129322-CHO-FUD-51000,129322,08-08-2024,31-01-2030,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,7.2,2,4.8,3.6,2.4,27000
CA-2024-129322-CHO-SCR-58000,129322,08-08-2024,31-01-2030,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
CA-2024-129322-CHO-TRI-54000,129322,08-08-2024,31-01-2030,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,26.25,7,17.15,3.75,9.1,27000
US-2021-136336-CHO-TRI-54000,136336,21-04-2021,17-10-2026,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,22.5,6,14.7,3.75,7.8,27000
US-2021-151953-CHO-SCR-58000,151953,20-09-2021,18-03-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,7.2,2,5,3.6,2.2,27000
US-2021-114314-CHO-FUD-51000,114314,11-10-2021,07-04-2027,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,14.4,4,9.6,3.6,4.8,27000
US-2021-114314-CHO-SCR-58000,114314,11-10-2021,07-04-2027,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2024-104885-CHO-TRI-54000,104885,02-03-2024,29-08-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2024-104885-CHO-NUT-13000,104885,02-03-2024,29-08-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,10.47,3,7.47,3.49,3,27000
US-2024-104885-CHO-MIL-31000,104885,02-03-2024,29-08-2029,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,22.75,7,14.77,3.25,7.98,27000
US-2024-104885-OTH-KAZ-38000,104885,02-03-2024,29-08-2029,Standard Class,OTH-KAZ-38000,Kazookles,Other,19.5,6,1.5,3.25,18,3000
US-2024-133200-CHO-SCR-58000,133200,06-05-2024,01-11-2029,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,25.2,7,17.5,3.6,7.7,27000
US-2024-133200-CHO-NUT-13000,133200,06-05-2024,01-11-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,34.9,10,24.9,3.49,10,27000
US-2024-133200-CHO-FUD-51000,133200,06-05-2024,01-11-2029,Standard Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,18,5,12,3.6,6,27000
US-2024-158036-CHO-MIL-31000,158036,08-09-2024,07-03-2030,Standard Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,3.25,1,2.11,3.25,1.14,27000
US-2024-115882-CHO-NUT-13000,115882,14-09-2024,10-03-2030,First Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,13.96,4,9.96,3.49,4,27000
US-2024-115882-CHO-MIL-31000,115882,14-09-2024,10-03-2030,First Class,CHO-MIL-31000,Wonka Bar - Milk Chocolate,Chocolate,9.75,3,6.33,3.25,3.42,27000
US-2021-137351-CHO-TRI-54000,137351,30-09-2021,27-03-2027,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,26.25,7,17.15,3.75,9.1,27000
US-2022-137946-CHO-SCR-58000,137946,01-09-2022,25-02-2028,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,3.6,1,2.5,3.6,1.1,27000
US-2022-137946-CHO-SCR-58000,137946,01-09-2022,25-02-2028,Second Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,14.4,4,10,3.6,4.4,27000
US-2022-137946-CHO-TRI-54000,137946,01-09-2022,25-02-2028,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2023-135636-CHO-NUT-13000,135636,08-10-2023,04-04-2029,Standard Class,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,Chocolate,17.45,5,12.45,3.49,5,27000
US-2023-115224-CHO-FUD-51000,115224,08-12-2023,02-06-2029,Second Class,CHO-FUD-51000,Wonka Bar - Fudge Mallows,Chocolate,10.8,3,7.2,3.6,3.6,27000
US-2023-115224-CHO-TRI-54000,115224,08-12-2023,02-06-2029,Second Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,7.5,2,4.9,3.75,2.6,27000
US-2024-145779-CHO-TRI-54000,145779,06-05-2024,31-10-2029,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,15,4,9.8,3.75,5.2,27000
US-2024-133074-CHO-TRI-54000,133074,21-09-2024,18-03-2030,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,26.25,7,17.15,3.75,9.1,27000
US-2024-132185-CHO-TRI-54000,132185,27-11-2024,25-05-2030,Standard Class,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,Chocolate,3.75,1,2.45,3.75,1.3,27000
US-2024-132185-CHO-SCR-58000,132185,27-11-2024,25-05-2030,Standard Class,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,Chocolate,18,5,12.5,3.6,5.5,27000
